package,URI,label,comment,usesLoopback,usesParallel
package#Network,domain#R-SHP,SHP,Finds a Process running on a shell Host.,FALSE,FALSE
package#Network,domain#R-SHPAC,SHPAC,Finds a Process running on a Shell Host in a Space and the associated process access context.,FALSE,FALSE
package#Network,domain#R-SHRLnSAC,SHRLnSAC,"Finds a remote access service controlling a shell host in a space, and a location access context to the process.",FALSE,TRUE
package#Network,domain#R-SHuPH,SHuPH,Finds a Human managing a Space in which a Fixed Host is located.,FALSE,FALSE
package#Network,domain#R-StDC,StDC,Finds a stakeholder operating a data centre.,FALSE,FALSE
package#Network,domain#R-StH,StH,Finds a stakeholder operating a Host.,FALSE,FALSE
package#Network,domain#R-StHP,StHP,Finds a Stakeholder operating a Host that runs a Process.,FALSE,FALSE
package#Network,domain#R-StS,StS,Finds a Private Space operated by a Stakeholder.,FALSE,FALSE
package#Network,domain#R-StSPH,StSPH,Finds a Private Space operated by a Stakeholder where a Fixed Host is located.,FALSE,FALSE
package#Network,domain#R-Sv,Sv,Finds a solo Server.,FALSE,FALSE
package#Network,domain#R-TH,TH,Finds a solo trivial host.,FALSE,FALSE
package#Network,domain#R-THGP,THGP,Finds a trivial host running a general process.,FALSE,FALSE
package#Network,domain#R-TP,TP,Finds a solo trivial process.,FALSE,FALSE
package#Network,domain#R-WH,WH,Finds a solo WiFiLAN which may be a hotspot.,FALSE,FALSE
package#Network,domain#R-WiFiSS,WiFiSS,"Finds a WiFi network accessible from a Space, and the subnet it implements locally.",FALSE,FALSE
package#Network,domain#R-WpHS,WpHS,"Finds a mobile host or virtual host running on it, in a space, providing a WiFi LAN.",FALSE,FALSE
package#Network,domain#R-WpHSH,WpHSH,"Finds a mobile host or virtual host running on it, in a space, providing a WiFi LAN.",FALSE,FALSE
package#Network,domain#R-WS,WS,Finds a solo WiFiLAN.,FALSE,FALSE
package#Network,domain#R-WSS,WSS,Finds a Wired Subnet accessible from a Space.,FALSE,FALSE
package#Network,domain#R-WSSH,WSSH,Finds a Wired Subnet provided by a gateway Host accessible from a Space.,FALSE,FALSE
package#NetworkConnectivity,domain#R-DDoH,DDoH,"Finds an open network path from the Internet to (but not via) a Host connected to a local subnet, and the associated gateway and target network interfaces.",FALSE,FALSE
package#NetworkConnectivity,domain#R-GHRS,GHRS,Finds a gateway providing a radio subnet to which a host is connected.,FALSE,FALSE
package#NetworkConnectivity,domain#R-GHRSi,GHRSi,"Finds a gateway providing a radio subnet to which a host is connected, where the radio subnet implements itself (i.e. it is not the local realisation of a hotspot or cellular network).",TRUE,FALSE
package#NetworkConnectivity,domain#R-GHWS,GHWS,Finds a gateway providing a wired subnet to which a host is connected.,FALSE,FALSE
package#NetworkConnectivity,domain#R-HIoH,HIoH,"Finds a Host connected to the Internet, and the associated network Interface.",FALSE,FALSE
package#NetworkConnectivity,domain#R-HLoH,HLoH,"Finds a Host connected to a Layer 2 Logical Subnet, and the associated network Interface, and a second, remote host on the same subnet.",FALSE,FALSE
package#NetworkConnectivity,domain#R-HRoH,HRoH,"Finds a Host connected to a Layer 3 Logical Subnet, and the associated network Interface, and a second, remote host on the same subnet.",FALSE,FALSE
package#NetworkConnectivity,domain#R-HRSGS,HRSGS,"Finds a host connecting to a radio subnet implementing an (abstract) hotspot or cellular network, and a gateway host located in a space that is providing the network.",FALSE,FALSE
package#NetworkConnectivity,domain#R-HSRS,HSRS,Finds a host located in a space connecting to a radio subnet implementing an (abstract) hotspot or cellular network.,FALSE,FALSE
package#NetworkConnectivity,domain#R-HSWS,HSWS,Finds a host located in a space connecting to a wired subnet.,FALSE,FALSE
package#NetworkConnectivity,domain#R-HWSGS,HWSGS,"Finds a client host connecting to a wired network, and a gateway host located in a space that is providing the network.",FALSE,FALSE
package#NetworkConnectivity,domain#R-I,I,Finds an Interface.,FALSE,FALSE
package#NetworkConnectivity,domain#R-ILSA,ILSA,Finds an Interface connecting to a Logical Subnet that implements an Abstract Subnet.,FALSE,FALSE
package#NetworkConnectivity,domain#R-INC,INC,"Finds a solo Interface, plus the associated host, subnet, and a host network access context where the interface is connected.",FALSE,FALSE
package#NetworkConnectivity,domain#R-IoH,IoH,"Finds an open network path from the Internet to (but not via) a Host connected to a local subnet, and the associated network interface and access context.",FALSE,FALSE
package#NetworkConnectivity,domain#R-L3cGcL3,L3cGcL3,"Finds a Host connected from an IP subnet to an IP subnet, both in the same space.",FALSE,FALSE
package#NetworkConnectivity,domain#R-L3cGrL3,L3cGrL3,"Finds a Host connected from an IP subnet to an IP subnet that it provides, both in the same space.",FALSE,FALSE
package#NetworkConnectivity,domain#R-L3rGcL3,L3rGcL3,"Finds a Host connected from an IP subnet to an IP subnet, the former being provided by the Host, and both in the same space.",FALSE,FALSE
package#NetworkConnectivity,domain#R-L3rGrL3,L3rGrL3,"Finds a Host providing two IP subnets, both in the same space.",FALSE,FALSE
package#NetworkConnectivity,domain#R-L3SSg2,L3SSg2,"Finds a gateway from one IP subnet to an IP subnet, along with the segment asset representing the route via the gateway.",FALSE,FALSE
package#NetworkConnectivity,domain#R-L3SSg2+b,L3SSg2+b,"Finds a gateway from one IP subnet to a second IP subnet, along with the segment asset representing the route via the gateway, where this route is blocked by default.",FALSE,FALSE
package#NetworkConnectivity,domain#R-L3SSg2AC,L3SSg2AC,"Finds a gateway from one IP subnet to an IP subnet, along with the segment asset representing the route via the gateway, and a context in which the gateway is connected to both subnets.",FALSE,FALSE
package#NetworkConnectivity,domain#R-LoH,LoH,"Detects a Host in a context where it is connected to a Layer 2 Logical Subnet, and the associated network interface.",FALSE,FALSE
package#NetworkConnectivity,domain#R-LPLS2NSg2,LPLS2NSg2,"Finds a route between subnets through a gateway where NAT is used on the return path, and a logical path traversing the forward segment.",FALSE,FALSE
package#NetworkConnectivity,domain#R-LPsLS,LPsLS,Finds a Logical Subnet at the start of a Logical Path.,FALSE,FALSE
package#NetworkConnectivity,domain#R-NoH,NoH,"Finds an open network path from a remote attacker subnet to (but not via) a Host connected to a local subnet, and the associated network interface and access context.",FALSE,FALSE
package#NetworkConnectivity,domain#R-NP,NP,Finds a network path (which may or may not be physical).,FALSE,FALSE
package#NetworkConnectivity,domain#R-NPLS,NPLS,Finds a network path that starts and ends on the same logical subnet.,FALSE,TRUE
package#NetworkConnectivity,domain#R-RIoH,RIoH,"Finds an open network path to the Internet from a Host connected to a local subnet, and the associated network interface and access context.",FALSE,FALSE
package#NetworkConnectivity,domain#R-RNoH,RNoH,"Finds an open network path to a remote attacker subnet from a Host connected to a local subnet, and the associated network interface and access context.",FALSE,FALSE
package#NetworkConnectivity,domain#R-RoH,RoH,"Finds an open network path from a remote attacker L3 subnet to (but not via) a Host connected to a local subnet, and the associated network interface and access context.",FALSE,FALSE
package#NetworkConnectivity,domain#R-RScGcRS,RScGcRS,"Finds a Physical Host connected between two WiFi subnets, both in the same space.",FALSE,FALSE
package#NetworkConnectivity,domain#R-Sg,Sg,"Finds a logical segment between two subnets, plus the associated gateway host and its inbound and outbound interfaces.",FALSE,FALSE
package#NetworkConnectivity,domain#R-SgAC,SgAC,"Finds a logical segment between two subnets, plus the associated gateway host, and a host location context where the segment is active.",FALSE,FALSE
package#NetworkConnectivity,domain#R-SgHfILS,SgHfILS,"Finds a Logical Segment via a Host routing from a Logical Subnet, and the Interface between the Host and Logical Subnet.",FALSE,FALSE
package#NetworkConnectivity,domain#R-SgHtILS,SgHtILS,"Finds a Logical Segment via a Host routing to a Logical Subnet, and the Interface between the Host and Logical Subnet.",FALSE,FALSE
package#NetworkConnectivity,domain#R-WScMcWS,WScMcWS,"Finds a Mobile Host connected between two Wired LANs, both in the same space.",FALSE,FALSE
package#NetworkConnectivityInference,domain#R-NP2LS,NP2LS,Finds a network path with a subpath that visits a subnet.,FALSE,FALSE
package#NetworkConnectivityInference,domain#R-NP2LSg,NP2LSg,Finds a network path with a subpath that traverses a logical segment.,FALSE,FALSE
package#NetworkConnectivityInference,domain#R-NP3,NP3,"Finds a Network Path with a subpath that extends a third path, which does not itself have a subpath relationship to the first.",FALSE,FALSE
package#NetworkConnectivityInference,domain#R-OPLS1,OPLS1,"Finds a zero-length Logical Path and a Path Terminator (NPE) to a Logical Subnet, where there is a Logical Route via a Gateway Host to the Subnet from some other Logical Subnet.",FALSE,TRUE
package#NetworkConnectivityInference,domain#R-OPLS2,OPLS2,"Finds a Network Path and terminator to a Logical Subnet, where there is a Logical Route to the (possibly different) Subnet at the start of the Path.",FALSE,FALSE
package#NetworkConnectivityInference,domain#R-OPPS1,OPPS1,"Finds a zero-length Physical Path and a Path Terminator (PPE) to a Physical Subnet, where there is a Logical Route via a Physical Gateway Host to the Subnet from some other Physical Subnet.",FALSE,TRUE
package#NetworkConnectivityInference,domain#R-OPPS2,OPPS2,"Finds a Physical Path and terminator to a Physical Subnet, where there is a Logical Route to the (possibly different) Subnet at the start of the Path.",FALSE,FALSE
package#PatientHarms,domain#R-HucdHupiDhd,HucdHupiDhd,A Clinician diagnosing a Patient interacts with the patient monitoring data that is Health Data to form the diagnosis.,FALSE,FALSE
package#PatientHarms,domain#R-HuctHupatDht,HuctHupatDht,"Human (Clinician) is treating a Human (Patient) by administering the treatment plan given by the Health Data, which defines the treatemnt for the Human (Patient).",FALSE,FALSE
package#PatientHarms,domain#R-HuctHupiDht,HuctHupiDht,A Clinician treating a Patient interacts with the patient treatment plan that is Health Data to take the instructed actions to treat patient.,FALSE,FALSE
package#PatientHarms,domain#R-HupatDht,HupatDht,"A Patient administering their treatment, as defined by their Health Data treatment plan, via self-care.",FALSE,TRUE
package#PatientHarms,domain#R-HupvdDhdt,HupvdDhdt,A patient viewing Health Data that defines their treatment.,FALSE,TRUE
package#Physical,domain#R-HuaSaE,HuaSaE,Finds a human with access to a space that is accessible from a public entrance space.,FALSE,FALSE
package#Physical,domain#R-HuPS,HuPS,Finds a Human with access to a Private Space.,FALSE,FALSE
package#Physical,domain#R-HuPSSt,HuPSSt,"Finds a Human with access to a Private Space, and their employer.",FALSE,FALSE
package#Physical,domain#R-PPS,PPS,Finds a Private Physical Space.,FALSE,FALSE
package#Physical,domain#R-PScSt,PScSt,Finds a private space controlled by a stakeholder.,FALSE,FALSE
package#Physical,domain#R-PSS,PSS,"Finds two spaces, one of which is accessible via the other.",FALSE,FALSE
package#Physical,domain#R-W,W,Finds a solo World asset (i.e. the inferred global public space).,FALSE,FALSE
package#Privacy,domain#R-DHuDC,DHuDC,Finds a data asset relating to a human along with a stored copy of the data.,FALSE,FALSE
package#Privacy,domain#R-DHuDF,DHuDF,Finds a data asset relating to a human along with a flowing copy of the data.,FALSE,FALSE
package#Privacy,domain#R-Hs,Hs,Finds a solo Health Sensor.,FALSE,FALSE
package#Privacy,domain#R-HuDoPS,HuDoPS,"Finds a Process that serves data relating to a Human data subject, along with its host and operator.",FALSE,FALSE
package#Privacy,domain#R-HuDP,HuDP,Finds a Process that is using Data relating to a Human data subject who is a citizen or resident in some jurisdiction.,FALSE,FALSE
package#Privacy,domain#R-HuDPoS,HuDPoS,"Finds a Stakeholder operating a Process that is using Data relating to a Human data subject via a controlling Service, where the subject operates the Service.",FALSE,FALSE
package#Privacy,domain#R-HuDPS,HuDPS,Finds a Stakeholder operating a Process that is using Data relating to a Human data subject via a controlling Service.,FALSE,FALSE
package#Privacy,domain#R-HuDSH,HuDSH,Finds a Host storing Data related to a Human subject.,FALSE,FALSE
package#Privacy,domain#R-HurH,HurH,Finds a Human with a related personal device.,FALSE,FALSE
package#Privacy,domain#R-HurSesD,HurSesD,Finds Data produced as output by a Sensor related to a Human.,FALSE,FALSE
package#Privacy,domain#R-HurTh,HurTh,"Finds a Thing relating to a Human, plus onboard data and processing.",FALSE,FALSE
package#Privacy,domain#R-HurThcD,HurThcD,Finds control input to an IoT Thing related to a Human.,FALSE,FALSE
package#Privacy,domain#R-HuwStrH,HuwStrH,Finds a Human with a related personal device and who works for an Employer.,FALSE,FALSE
package#ProcessComms,domain#R-ACDFCS,ACDFCS,"Finds a data flow that goes via a client and thence a service, and the related auth channel and data.",FALSE,FALSE
package#ProcessComms,domain#R-ACDFFC,ACDFFC,"Finds a data flow from a client to/via a service, and the associated auth channel, data and data access. The source and destination of the flow are matched twice, so they can be referred to by either role name in control strategies.",FALSE,FALSE
package#ProcessComms,domain#R-ACDFFS,ACDFFS,"Finds a data flow from a service to/via a client, and the associated channel, data and data access. Note that roles FlowsFrom and Service are matched by the same asset(s). Having two roles makes it possible to create links to control strategies using either role name.",FALSE,FALSE
package#ProcessComms,domain#R-ACDFSC,ACDFSC,"Finds a data flow that goes via a service and thence a client, and the related auth channel and data.",FALSE,FALSE
package#ProcessComms,domain#R-ACDFTC,ACDFTC,"Finds a data flow to a client from or via a service, and the associated auth channel, data and data access. The destination of the flow is matched twice, so they can be referred to by either role name in control strategies.",FALSE,FALSE
package#ProcessComms,domain#R-ACDFTS,ACDFTS,"Finds a data flow to a service from/via a client, and the associated channel, data and data access. Note that roles FlowsTo and Service are matched by the same asset(s). Having two roles makes it possible to create links to control strategies using either role name.",FALSE,FALSE
package#ProcessComms,domain#R-ACDFVFC,ACDFVFC,"Finds a data flow encrypted with keys from a vault, flowing from a client to/via a service, and the associated auth channel, data and data access. The source and destination of the flow are matched twice, so they can be referred to by either role name in control strategies.",FALSE,FALSE
package#ProcessComms,domain#R-ACDFVFS,ACDFVFS,"Finds a data flow encrypted with keys from a vault, flowing from a service to/via a client, and the associated channel, data and data access. Note that roles FlowsFrom and Service are matched by the same asset(s). Having two roles makes it possible to create links to control strategies using either role name.",FALSE,FALSE
package#ProcessComms,domain#R-ACDFVTC,ACDFVTC,"Finds a data flow encrypted with keys from a vault, flowing to a client from a service, and the associated auth channel, data and data access. The destination of the flow is matched twice, so they can be referred to by either role name in control strategies.",FALSE,FALSE
package#ProcessComms,domain#R-ACDFVTS,ACDFVTS,"Finds a data flow encrypted with keys from a vault, flowing to a service from/via a client, and the associated channel, data and data access. Note that roles FlowsTo and Service are matched by the same asset(s). Having two roles makes it possible to create links to control strategies using either role name.",FALSE,FALSE
package#ProcessComms,domain#R-CACHcLSS,CACHcLSS,"Finds a service accessed by a client via a subnet the client is on, and an associated context for access to the client.",FALSE,FALSE
package#ProcessComms,domain#R-CACHLSS,CACHLSS,"Finds a service accessed by a client via a subnet the client need not normally be on, and an associated context for access to the client.",FALSE,FALSE
package#ProcessComms,domain#R-CACPaACS,CACPaACS,"Finds a client providing authentication credentials to a process which uses a service to validate those credentials, along with the channels between each pair of processes.",FALSE,FALSE
package#ProcessComms,domain#R-CACPzACS,CACPzACS,"Finds a client providing indirect authorization credentials to a process which uses a service to validate those credentials, along with the channels between each pair of processes.",FALSE,FALSE
package#ProcessComms,domain#R-CACS,CACS,"Finds a Client and Service with an Auth Channel between them, plus their hosts.",FALSE,FALSE
package#ProcessComms,domain#R-CACScACP,CACScACP,"Finds a client and process connected via a channel, where the client also uses another service that controls the process, along with the associated channels.",FALSE,FALSE
package#ProcessComms,domain#R-CACSSaS,CACSSaS,"Finds a channel between a client and a service used to pass authorization tokens, and a second channel from the service to another service used to validate those tokens, along with the hosts of the client and the second service.",FALSE,FALSE
package#ProcessComms,domain#R-CACSScS,CACSScS,"Finds a channel between a client and a service, where authentication on this channel is controlled by authentication on another channel from the same client to a second service, along with the hosts of the client and the second service.",FALSE,FALSE
package#ProcessComms,domain#R-CAPlISAP,CAPlISAP,Finds a client attack path via a service attack path where the former has a last interface.,FALSE,FALSE
package#ProcessComms,domain#R-CAPNPSAP,CAPNPSAP,Finds a Client Attack Path via a Service Attack Path and a Network Path.,FALSE,FALSE
package#ProcessComms,domain#R-CAPSAP,CAPSAP,Finds a Client Attack Path via a Service Attack Path.,FALSE,FALSE
package#ProcessComms,domain#R-CCAPNoS,CCAPNoS,Finds a service and its host accessed by a client via the associated client channel on a closed client attack path from a logical subnet where messages from the attacker come from the same address as those from the client.,FALSE,FALSE
package#ProcessComms,domain#R-CCCCAP,CCCCAP,Finds a Client Channel via a proxy Client Channel that goes via an Attack Path.,FALSE,FALSE
package#ProcessComms,domain#R-CCCfCCS+aFC,CCCfCCS+aFC,"Finds a Client accessing a Service via a Proxy, with the channel between the Client and Service, the channel to the first Proxy, and the client and service hosts, plus a client context in which the client can access the proxy channel.",FALSE,FALSE
package#ProcessComms,domain#R-CCCLnS,CCCLnS,"Finds a Client and Remote Access Service with a ClientChannel between them, plus their hosts.",FALSE,FALSE
package#ProcessComms,domain#R-CCCPCCS,CCCPCCS,"Finds a client accessing a reverse proxy that uses a service, via the associated client channels.",FALSE,FALSE
package#ProcessComms,domain#R-CCCS,CCCS,"Finds a Client and Service with a Client Channel between them, plus their hosts.",FALSE,FALSE
package#ProcessComms,domain#R-CCCSCCS,CCCSCCS,"Finds a client accessing a service that uses another service, via the associated client channels.",FALSE,FALSE
package#ProcessComms,domain#R-CCCSCCSDF,CCCSCCSDF,"Finds a client accessing a service that uses another service, via the associated client channels, plus a data flow from the second service to the first.",FALSE,FALSE
package#ProcessComms,domain#R-CCCSCS,CCCSCS,"Finds a Client and Service connected via a Service Channel, plus the Client Channel between them. The presence of a Service Channel means this is a direct connection (not via a reverse proxy) involving communication over a network (not via a local API or sockets).",FALSE,FALSE
package#ProcessComms,domain#R-CCCSDFCCS,CCCSDFCCS,"Finds a client accessing a service that uses another service, via the associated client channels, plus a data flow to the second service from the first.",FALSE,FALSE
package#ProcessComms,domain#R-CCCSPCCSDF,CCCSPCCSDF,"Finds a client accessing a proxy that (directly or indirectly) uses a service that uses a second service, with a data flow from the second service to the first, plus the associated client channels.",FALSE,FALSE
package#ProcessComms,domain#R-CCCSPDFCCS,CCCSPDFCCS,"Finds a client accessing a proxy that (directly or indirectly) uses a service that uses a second service, with a data flow to the second service from the first, plus the associated client channels.",FALSE,FALSE
package#ProcessComms,domain#R-CCCSPSFCS,CCCSPSFCS,"Finds a client sending a flow of data to a service via a chain of intermediaries, over which the client communications authentication or authorization credentials.",FALSE,FALSE
package#ProcessComms,domain#R-CCCSPSFSC,CCCSPSFSC,"Finds a client receiving a flow of data from a service via a chain of intermediaries, over which the client communications authentication or authorization credentials.",FALSE,FALSE
package#ProcessComms,domain#R-CCCSvLS,CCCSvLS,"Finds a Client with a Client Channel to a Service via an adjacent L2 subnet, plus their hosts.",FALSE,FALSE
package#ProcessComms,domain#R-CCCtCCS+aTS,CCCtCCS+aTS,"Finds a Client accessing a Service via a Proxy, with the channel between the Client and Service, the channel from the last Proxy, and a service context in which the service can be accessed via the proxy channel.",FALSE,FALSE
package#ProcessComms,domain#R-CCCvCCS,CCCvCCS,"Finds a Client accessing a Service via a Proxy, with the Client Channel between the Client and Service, the channel to the Proxy, plus the client and service hosts.",FALSE,FALSE
package#ProcessComms,domain#R-CCCvCCvLS,CCCvCCvLS,Finds a Client Channel from a Client process that goes via a Logical Subnet and also via another Client Channel (i.e. the client and service communicate via a credential sharing/forwarding chain).,FALSE,FALSE
package#ProcessComms,domain#R-CCDFCDAScDA,CCDFCDAScDA,"Finds a data flow from a service to an indirect client, where the client encrypts the data flow to create an outbound data asset controlled by a vault.",FALSE,FALSE
package#ProcessComms,domain#R-CCDFCS,CCDFCS,"Finds a data flow that goes via a client and thence via a service, plus the related client channel and data.",FALSE,FALSE
package#ProcessComms,domain#R-CCDFSC,CCDFSC,"Finds a data flow that goes via a service and thence a client, and the related client channel and data.",FALSE,FALSE
package#ProcessComms,domain#R-CCDFSDAScDA,CCDFSDAScDA,"Finds a data flow to a service from an indirect client, where the service encrypts the data flow to create an outbound data asset controlled by a vault.",FALSE,FALSE
package#ProcessComms,domain#R-CCDFSFC,CCDFSFC,"Finds a data flow from a client to/via a service, and the associated client channel, data and the first data step. The source of the flow is matched twice, so it can be referred to by either role name.",FALSE,FALSE
package#ProcessComms,domain#R-CCDFSFS,CCDFSFS,"Finds a data flow to/via a client from a service, and the associated client channel, data and the first data step. The source of the flow is matched twice, so it can be referred to by either role name.",FALSE,FALSE
package#ProcessComms,domain#R-CCDFSTC,CCDFSTC,"Finds a data flow to a client from/via a service, and the associated client channel, data and the last data step. The destination of the flow is matched twice, so it can be referred to by either role name.",FALSE,FALSE
package#ProcessComms,domain#R-CCDFSTS,CCDFSTS,"Finds a data flow from/via a client to a service, and the associated client channel, data and the last data step.",FALSE,FALSE
package#ProcessComms,domain#R-CCDS2FC,CCDS2FC,"Finds a data flowing from/via a client via a service, plus the associated client channel and the data steps from the client and from the service.",FALSE,FALSE
package#ProcessComms,domain#R-CCDS2TC,CCDS2TC,"Finds a data flowing to/via a client via a service, plus the associated client channel and the data steps to the client and to the service.",FALSE,FALSE
package#ProcessComms,domain#R-CCfI,CCfI,Finds a Client Channel from an Interface at the Client host.,FALSE,FALSE
package#ProcessComms,domain#R-CCS,CCS,Finds a client and service connected by a client channel.,FALSE,FALSE
package#ProcessComms,domain#R-CCSC,CCSC,Finds a client and service connected by a client channel and a service channel.,FALSE,FALSE
package#ProcessComms,domain#R-CCSCAP,CCSCAP,Finds a Client Channel via a Service Channel that goes via an Attack Path.,FALSE,FALSE
package#ProcessComms,domain#R-CCSCCP,CCSCCP,Finds a client channel via a service channel that is via a client path.,FALSE,FALSE
package#ProcessComms,domain#R-CCSCfI,CCSCfI,Finds a Client Channel via a Service Channel that goes from an Interface.,FALSE,FALSE
package#ProcessComms,domain#R-CCSCtI,CCSCtI,Finds a Client Channel via a Service Channel that goes to an Interface.,FALSE,FALSE
package#ProcessComms,domain#R-CCSCtSg,CCSCtSg,Finds a Client Channel via a Service Channel that goes via a Logical Segment.,FALSE,FALSE
package#ProcessComms,domain#R-CCSCvI,CCSCvI,Finds a Client Channel via a Service Channel that goes via an Interface.,FALSE,FALSE
package#ProcessComms,domain#R-CCSCvLS,CCSCvLS,Finds a Client Channel via a Service Channel that visits a Logical Subnet.,FALSE,FALSE
package#ProcessComms,domain#R-CCtI,CCtI,Finds a Client Channel to an Interface at the Service host.,FALSE,FALSE
package#ProcessComms,domain#R-CDBSC,CDBSC,Finds a process acting as a client to a DB in a context where the connection between them is open.,FALSE,FALSE
package#ProcessComms,domain#R-CDBSCDADS,CDBSCDADS,"Finds a process using a DB service to update data, where the data in this case may or may not normally be accessed via the process.",FALSE,FALSE
package#ProcessComms,domain#R-CDBSCDSDA,CDBSCDSDA,"Finds a process using a DB service to update data, where the data in this case may or may not normally be accessed via the process.",FALSE,FALSE
package#ProcessComms,domain#R-CDBSCDSF,CDBSCDSF,"Finds a process using data served by a DB service the process is using, and the associated client channel, host and data copy assets.",FALSE,FALSE
package#ProcessComms,domain#R-CRoS,CRoS,"Finds a Service and its Host, a Client Channel from a legitimate Client and its Host,  and a Logical Subnet used by at least one path from the client, plus the Client Path for that Client from this Subnet.",FALSE,FALSE
package#ProcessComms,domain#R-CRoSG,CRoSG,"Finds a Service and its Host, a Client Channel from a legitimate Client and its Host,  an Interface from a Gateway host to a subnet on at least one path from the Client, plus the Client Path from that Interface, and an access context for the gateway where it is on the relevant path.",FALSE,FALSE
package#ProcessComms,domain#R-CRoSI,CRoSI,"Finds a Service and its Host, a Client Channel from a legitimate Client and its Host,  an Interface from a Gateway host to a subnet on at least one path from the Client, plus the Client Path from that Interface.",FALSE,FALSE
package#ProcessComms,domain#R-CSAPNaS,CSAPNaS,Finds a host running a service and a closed service attack path to the service from a logical subnet.,FALSE,FALSE
package#ProcessComms,domain#R-CSCC,CSCC,"Finds a Client and Service with a ClientChannel between them, plus their hosts.",FALSE,FALSE
package#ProcessComms,domain#R-CSCCHu,CSCCHu,Finds a Human manager of a Service and a Client Channel to the Service from a Client.,FALSE,FALSE
package#ProcessComms,domain#R-CSCCHuSt,CSCCHuSt,"Finds a Human manager of a Service and their employer, and a Client Channel to the Service from a Client.",FALSE,FALSE
package#ProcessComms,domain#R-CSCCSC,CSCCSC,Finds a Client and Service with a Client Channel between them and a single associated Service Channel.,FALSE,FALSE
package#ProcessComms,domain#R-CSCLS,CSCLS,"Finds a client and its host and a service channel to the service via a logical subnet to which the host is connected, plus the associated process access contexts.",FALSE,FALSE
package#ProcessComms,domain#R-CSCLS+ii,CSCLS+ii,"Finds a client and its host (and physical host) and a service channel to the service via the Internet to which the host need not be connected, accessible from the World in which the host need not be located.",FALSE,FALSE
package#ProcessComms,domain#R-CSCLS-ii,CSCLS-ii,"Finds a client and its host (and physical host) and a service channel to the service via an L3 subnet to which the host need not be connected, accessible from a space in which the host need not be located.",FALSE,FALSE
package#ProcessComms,domain#R-CSCvLS,CSCvLS,"Finds a Service Channel from a client process to a service, and a logical subnet visited by it, plus the interface from which the channel enters that subnet.",FALSE,FALSE
package#ProcessComms,domain#R-CSDS,CSDS,Finds a client and service plus the associated client channel where there is a data step from the client to the service.,FALSE,FALSE
package#ProcessComms,domain#R-CSHSAC,CSHSAC,Finds a service accessed by a client and an associated context for access to the service.,FALSE,FALSE
package#ProcessComms,domain#R-CSL0H,CSL0H,"Finds a client channel whose client and service are collocated on a host, and an internal (socket) LAN provided by the host that is accessible in a space.",FALSE,TRUE
package#ProcessComms,domain#R-CSL1H2,CSL1H2,"Finds a client and service whose hosts are connected in a pair, plus their interfaces on each side.",FALSE,TRUE
package#ProcessComms,domain#R-CSL3H,CSL3H,"Finds a client channel whose client and service are collocated on a cluster host that is accessible in a space, and an L3 Subnet connecting to the cluster.",FALSE,TRUE
package#ProcessComms,domain#R-CSLS2H2,CSLS2H2,"Finds a client and service running on different hosts connected to different logical subnets that are not hotspots, and a network path between the two subnets.",FALSE,FALSE
package#ProcessComms,domain#R-CSLSH2,CSLSH2,Finds a client and service whose hosts are connected to the same logical subnet.,FALSE,TRUE
package#ProcessComms,domain#R-CucSaP,CucSaP,"Finds a Client using a Service with forwarded or shared credentials, and also using a third Process for authentication which controls the Service.",FALSE,TRUE
package#ProcessComms,domain#R-CuPiS,CuPiS,Finds a client process using a service indirectly using another service.,FALSE,FALSE
package#ProcessComms,domain#R-CuPnS,CuPnS,"Finds a client accessing a process that directly or indirectly uses a service, where the process shares or forwards client credentials and sends them to the service.",FALSE,FALSE
package#ProcessComms,domain#R-CuPuS,CuPuS,Finds a client process using a service using another service.,FALSE,FALSE
package#ProcessComms,domain#R-CuPuSCC,CuPuSCC,"Finds a client accessing a service indirectly, via one intermediary, plus the auth channels between client and service and between each and the intermediary process.",FALSE,FALSE
package#ProcessComms,domain#R-CuPvnS,CuPvnS,"Finds a client accessing a process that is in a credential forwarding chain with a service used indirectly by the client (i.e., the service is at the end of the chain).",FALSE,TRUE
package#ProcessComms,domain#R-CuPvSCC,CuPvSCC,"Finds a client accessing a service indirectly, where there is more than one intermediary, plus the first intermediary adjacent to the client, and channels between client and service and between the client and this intermediary process.",FALSE,FALSE
package#ProcessComms,domain#R-CuvS,CuvS,Finds a client indirectly accessing a process via a credential sharing/forwarding chain.,FALSE,TRUE
package#ProcessComms,domain#R-CvPuSCC,CvPuSCC,"Finds a client accessing a service via more than one intermediary, plus the last intermediary adjacent to the service, and channels between client and service and between this intermediary process and the service.",FALSE,FALSE
package#ProcessComms,domain#R-CvPvSCC,CvPvSCC,"Finds a client accessing a service via at least two intermediaries, and two intermediaries that are adjacent, and the channels between client and service and between these two intermediary processes. Note that the link from the client is to the intermediary proxy that is closer to the service, and vice versa. This guarantees that these two links will be usesIndirectly (indirect) and not accessesService (direct) in the matching system assets.",FALSE,FALSE
package#ProcessComms,domain#R-CzS,CzS,Finds a client providing authorization claims to a remote service.,FALSE,FALSE
package#ProcessComms,domain#R-CzSzP,CzSzP,Finds a client sending an authorization token to a service which uses a separate OAuth-style process to validate and exchange the token.,FALSE,FALSE
package#ProcessComms,domain#R-DDoS,DDoS,"Finds a service and client, where the communication path crosses the Internet.",FALSE,FALSE
