package,URI,label,comment,hasBlockingEffect,currentRisk,futureRisk
package#Network,domain#CSG-SuspendVulnerableHost-Trigger,SuspendVulnerableHost,"Device _Host_ may be temporarily disabled by its manager _HostManager_ to prevent vulnerabilities being exploited by potential attackers. This strategy represents a contingency plan, which can be used to reduce risk from some threats but it may triggers other threats representing possible side effects, depending on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-SuspendVulnerableProcess,SuspendVulnerableProcess,"Process _Process_ may be temporarily disabled by the manager of its host _HostManager_ to prevent vulnerabilities being exploited by potential attackers. This strategy represents a contingency plan, which can be used to reduce risk from some threats but it may triggers other threats representing possible side effects, depending on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-SuspendVulnerableProcess-Implementation-Runtime,SuspendVulnerableProcess.Implementation,"Process _Process_ has been disabled by the manager of its host _HostManager_ to prevent a known vulnerability being exploited by an attacker. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. To activate it at runtime, signal user _HostManager_ who is responsible for managing device _Host_ where _Process_ is running. The Disabled Process control should be deselected only when the process has been restarted.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-SuspendVulnerableProcess-Trigger,SuspendVulnerableProcess,"Process _Process_ may be temporarily disabled by the manager of its host _HostManager_ to prevent vulnerabilities being exploited by potential attackers. This strategy represents a contingency plan, which can be used to reduce risk from some threats but it may triggers other threats representing possible side effects, depending on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-SuspendVulnerableService,SuspendVulnerableService,"Service _Service_ may be temporarily disabled by the manager of its host _HostManager_ to prevent vulnerabilities being exploited by potential attackers. This strategy represents a contingency plan, which can be used to reduce risk from some threats but it may triggers other threats representing possible side effects, depending on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-SuspendVulnerableService-Implementation-Runtime,SuspendVulnerableService.Implementation.Runtime,"Service _Service_ has been disabled by the manager of its host _HostManager_ to prevent a known vulnerability being exploited by an attacker. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. To activate it at runtime, signal user _HostManager_ who is responsible for managing device _Host_ where _Service_ is running. The Disabled Process control should be deselected only when the process has been restarted.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-UserBasicSecurityTraining,UserBasicSecurityTraining,Users in the role _Human_ are trained to avoid basic cyber security errors associated with the use of passwords.,domain#TrustworthinessLevelHigh,TRUE,TRUE
package#Network,domain#CSG-UserPasswordAccessToHost,UserPasswordAccessToHost,Users in the role _Human_ choose a password which is registered with the system allowing access to interactive host _Host_ that authenticates using the password.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-UserSecurityTraining,UserSecurityTraining,"Users in the role _Human_ are trained to avoid most common cyber security errors by using only strong passwords, recognising malicious emails, and the importance of physical security including the use of screen locking for fixed devices that cannot be carried on the person.",domain#TrustworthinessLevelHigh,TRUE,TRUE
package#Network,domain#CSG-X509CertificationOfClient,X509CertificationOfClient,"Access to a service requires authentication using an asymmetric cryptographic challenge during a TLS connection establishment by _Client_, based on an X509 or other trusted public key belonging to the authorised user.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-X509CertificationOfHost,X509CertificationOfHost,"Access to a service requires authentication using an asymmetric cryptographic challenge during a TLS connection establishment by _Client_, based on an X509 or other trusted public key belonging to the authorised user. Here the client _Client_ is acting as a proxy for its host device, so the key is actually installed on _CHost_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-XSSPreventionAtService,XSSPreventionAtService,The XSS Sanitisation control means the service _Service_ has been implemented using an XSS-safe language and framework including XSS detection code scanners.,domain#TrustworthinessLevelSafe,FALSE,TRUE
package#NetworkConnectivity,domain#CSG-BWManagementAtInterface,BWManagementAtInterface,Limit the bandwidth for each remote source of communication destined for the network address of _Host_ on _LogicalSubnet_.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#NetworkConnectivity,domain#CSG-BlockGatewayRoute,BlockGatewayRoute,"Apply a default firewall rule at gateway host _Gateway_ to drop messages sent via the gateway from _FromSubnet_ to _ToSubnet_, unless they are service requests or responses.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#NetworkConnectivity,domain#CSG-BlockInterface,BlockInterface,"Apply a default firewall rule at host _Host_ to drop messages sent to the host from subnet _LogicalSubnet_, unless they are service requests or responses.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#NetworkConnectivity,domain#CSG-DisableNetworkConnection,DisableNetworkConnection,"Signifies that device _Host_ will not connect to subnet _LogicalSubnet_ even though such a connection is implied by the system model. This strategy does not represent a contingency plan, but a permanent restriction introduced by design or in accordance with an operational policy or user preference. It also triggers threats representing side effects that would be caused by such a restriction.  The most common situation where a connection is possible but is not used is where a mobile device connects to a cellular network which could be done in any location, but the user will avoid it in some locations.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#NetworkConnectivity,domain#CSG-DisablePortForwarding-Runtime,DisablePortForwarding,"If device _Gateway_ blocks unsolicited connections into private subnet _ToSubnet_, port forwarding is used to allow access to services by legitimate clients. This strategy may represent a run-time  adaptation in response to a threat, or a permanent restriction introduced by design or in accordance with an operational policy or user preference. It also triggers threats representing side effects that would be caused by such a restriction.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#NetworkConnectivity,domain#CSG-FilterDosAtInterface,FilterDosAtInterface,"Filter DDoS messages to a target in the core network. This normally has to be arranged through the Internet connection service provider, so it is modelled by assigning the corresponding control to the final interface to the Internet.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Physical,domain#CSG-BiometricAccessControlAtSpace,BiometricAccessControlAtSpace,"Access to physical space _Space_ is controlled, and authorised users verified using biometrics registered by a trusted authority.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Physical,domain#CSG-ChipAndPinAccessControlAtSpace,ChipAndPinAccessControlAtSpace,"Access to physical space _Space_ is controlled, and authorised users verified using a chip and pin (2 factor) key card issued by a trusted authority.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Physical,domain#CSG-ContinuouslyOccupiedSpace,ContinuouslyOccupiedSpace,"Access to physical space _Space_ is controlled by means of physical locks to which only authorised users have a key, and is also continuously occupied at times when physical intrusion is feasible (e.g. at night).",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Physical,domain#CSG-IgnorePhysicalIntrusionInSpace,IgnorePhysicalIntrusionInSpace,"Indicates that private space _Space_ is secured physically by measures not included in the system model. The threat of intrusion into _Space_ by malicious outsiders into _Space_ will be ignored, though insider attacks by those authorised to be in _Space_ will not. Note that this represents an expectation, and so is a prior mitigation only which is ignored in current (run-time) risk calculations.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Physical,domain#CSG-IgnorePhysicalThreatsFromWorld,IgnorePhysicalThreatsFromWorld,"Indicates that threats from as well as to the space _Space_ can be ignored, i.e. that the risk model intentionally does not consider physical attacks from _Space_. This is only permitted if _Space_ is the inferred global public space (the World) used when no locations are asserted in the model. This control strategy is a way to specify that physical security is out of scope for devices with no explicitly specified location(s), i.e. that they are considered physically secure.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Physical,domain#CSG-IncludePhysicalThreatsFromWorld,IncludePhysicalThreatsFromWorld,"Indicates that threats to _Host_ from space _Space_ should be considered, even though _Host_ has no explicit location and is inferred to be in the global public space (the World). This control strategy is a way to specify that despite _Host_ having no explicitly defined location, physical security is in scope, and the device is considered to be physically insecure. It addresses modelling error threats but not security threats to _Host_ from _Space_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Physical,domain#CSG-InconsistentPhysicalControlsAtWorld,InconsistentPhysicalControlsAtWorld,Inconsistent controls to resolve treatment of hosts with no explicit location. Used only as a trigger for modelling error threats.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Physical,domain#CSG-PhysicalIDChecksAtSpace,PhysicalIDChecksAtSpace,"Access to physical space _Space_ is controlled, and authorised users verified using physical ID such as a passport or ID card issued by a trusted authority.",domain#TrustworthinessLevelHigh,TRUE,TRUE
package#Physical,domain#CSG-PhysicalLocksAtSpace,PhysicalLocksAtSpace,"Access to physical space _Space_ is controlled by means of physical locks, to which authorised users have a key.",domain#TrustworthinessLevelVeryHigh,TRUE,TRUE
package#Physical,domain#CSG-PhysicalPatrolsInSpace,PhysicalPatrolsInSpace,"The physical space _Space_ is patrolled at frequent intervals to ensure it is free of intruders. Note this does not prevent intrusion, e.g. to steal a device, but it does prevent some types of attacks where the intruder would need uninterrupted access, e.g. use of a device in the space for a significant period.",domain#TrustworthinessLevelHigh,TRUE,TRUE
package#Privacy,domain#CSG-ImpersonalData,ImpersonalData,"Signals that the data asset _Data_ is not related to a human data subject, thus addressing modelling error threats representing the possibility that the relationship to a data subject has been overlooked.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessComms,domain#CSG-ApplicationFirewall,ApplicationFirewall,An application firewall is used at _Proxy_ to protect _Process_ from remote vulnerability exploits.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessComms,domain#CSG-ClientAddressWhitelisting,ClientAddressWhitelisting,"The service _Service_ has a whitelist of network addresses from which it accepts client requests, and all the network interfaces from which requests may come have addresses that are fixed or in a restricted range not available to attackers.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessComms,domain#CSG-DisableServiceAccess-Runtime,DisableServiceAccess,"Apply a default firewall rule at host _Host_ to drop messages sent to services running on the host from subnet _LogicalSubnet_. This strategy may represent a run-time  adaptation in response to a threat, or a permanent restriction introduced by design or in accordance with an operational policy or user preference. It also triggers threats representing side effects that would be caused by such a restriction, which affect access to services running on _Host_ but not other uses of its connection to _LogicalSubnet_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessComms,domain#CSG-DisableServiceChannel,DisableServiceChannel,"Firewall rules that normally allow access to service _Service_ by clients on otherwise blocked network paths are switched off. This strategy represents a permanent restriction introduced by design or in accordance with an operational policy or user preference to avoid accessing _Service_ over certain networks. It may also arise as a side effect of a run-time response to a more specific threat. In either case, it triggers threats representing side effects that would be caused by such a restriction where they affect all available network paths used by a client.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessComms,domain#CSG-DisableServiceChannel-Runtime,DisableServiceChannel,"Firewall rules that normally allow access to service _Service_ by clients on otherwise blocked network paths are switched off to prevent an attack. This strategy may represent a run-time adaptation in response to a threat, or a permanent restriction introduced by design or in accordance with an operational policy or user preference to avoid accessing _Service_ over certain networks. It also triggers threats representing side effects that would be caused by such a restriction where they affect all available network paths used by a client.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessComms,domain#CSG-SuspendInsecureServiceChannel,SuspendInsecureServiceChannel,"Firewall rules that normally allow access from client _Client_ to service _Service_ may be temporarily switched off by manager _HostManager_ of the service host _SHost_ if the network path is subject to snooping. This strategy represents a contingency plan, which can be used to reduce risk from some threats but it also triggers other threats representing possible side effects, depending on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#ProcessComms,domain#CSG-SuspendInsecureServiceChannel-Implementation-Runtime,SuspendInsecureServiceChannel.Implementation,"Firewall rules that normally allow access from client _Client_ to service _Service_ have been switched off by manager _HostManager_ of the service host _SHost_ to prevent snooping. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. To activate it at runtime, user _HostManager_ who is responsible for managing _SHost_ should arrange for firewall policies to be switched off. The Disable Service Channel control should be deselected only when access is enabled again.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessComms,domain#CSG-SuspendInsecureServiceChannel-Trigger,SuspendInsecureServiceChannel,"Firewall rules that normally allow access from client _Client_ to service _Service_ may be temporarily switched off by manager _HostManager_ of the service host _SHost_ if the network path is subject to snooping. This strategy represents a contingency plan, which can be used to reduce risk from some threats but it also triggers other threats representing possible side effects, depending on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessComms,domain#CSG-SuspendVulnerableServiceChannel,SuspendVulnerableServiceChannel,"Firewall rules that normally allow access to service _Service_ on specific network path(s) may be temporarily switched off by its host manager _HostManager_. This strategy represents a contingency plan, which can be used to reduce risk from some threats but it also triggers other threats representing possible side effects, depending on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#ProcessComms,domain#CSG-SuspendVulnerableServiceChannel-Implementation-Runtime,SuspendVulnerableServiceChannel.Implementation,"Firewall rules that normally allow access to service _Service_ on specific network path(s) have been switched off by its host manager _HostManager_. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. To activate it at runtime, user _HostManager_ who is responsible for managing host _SHost_ should arrange for firewall policies to be switched off, ideally as close as possible to subnet _LogicalSubnet_ from where the risk arises.The Disable Service Channel control should be deselected only when access is enabled again.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessComms,domain#CSG-SuspendVulnerableServiceChannel-Trigger,SuspendVulnerableServiceChannel,"Firewall rules that normally allow access to service _Service_ on specific network path(s) may be temporarily switched off by its host manager _HostManager_. This strategy represents a contingency plan, which can be used to reduce risk from some threats but it also triggers other threats representing possible side effects, depending on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessTrust,domain#CSG-DisableClientAccess,DisableClientAccess,"Access to service _Service_ by client _Client_ is disabled. This control strategy represents a permanent restriction introduced by design, or a temporary situation created following activation of a contingency plan. In the latter case, this control strategy should not itself be selected, because its controls will be fulfilled by the contingency plan activation strategy.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessTrust,domain#CSG-IgnoreConfusedDeputyAttack,IgnoreConfusedDeputyAttack,Signifies that _Service_ can be considered immune to a confused deputy attack that does not involve exploitation of a software vulnerability. This should be used when _Service_ is programmed in such a way that it can only access a back-end service for specific clients. Do not use this if access to back-end services require OIDC- or OAuth-style tokens issued to the client - in that case add the OIDC/OAuth service along with the appropriate relationships from the client and to the back-end service(s).,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessTrust,domain#CSG-SuspendExcessiveClientAccess,SuspendExcessiveClientAccess,"Change from: Access to service _Service_ by client _Client_ may be temporarily disabled by the process manager _ServiceManager_  to prevent the service forwarding excessive requests or becoming overloaded itself, at the cost of some reduction in availability. This strategy represents a contingency plan, which can be used to reduce risk from some threats. However, it also triggers other threats representing side effects of the policy change, based on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#ProcessTrust,domain#CSG-SuspendExcessiveClientAccess-Implementation-Runtime,SuspendExcessiveClientAccess.Implementation,"Access to service _Service_ by client _Client_ is disabled by the process manager _ServiceManager_  to prevent the service forwarding excessive requests or becoming overloaded itself. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. To activate it at runtime, signal the process manager _ServiceManager_. The Disable Client Access control should be deselected if and when access by _Client_ to _Service_ has been enabled once again.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessTrust,domain#CSG-SuspendUnauthenticClientAccess,SuspendUnauthenticClientAccess,"Access to service _Service_ by client _Client_ may be temporarily disabled by its manager _ServiceManager_ to prevent authenticated attacks by impersonated clients, at the cost of some reduction in availability. This strategy represents a contingency plan, which can be used to reduce risk from some threats but it also triggers other threats representing possible side effects, depending on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#ProcessTrust,domain#CSG-SuspendUnauthenticClientAccess-Implementation-Runtime,SuspendUnauthenticClientAccess.Implementation,"Access to service _Service_ by client _Client_ is disabled by the process manager _ServiceManager_ to prevent authenticated attacks by impersonated clients. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. To activate it at runtime, signal the process manager _ServiceManager_. The Disable Client Access control should be deselected if and when access by _Client_ to _Service_ has been enabled once again.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#ProcessTrust,domain#CSG-SuspendUntrustworthyClientAccess,SuspendUntrustworthyClientAccess,"Access to service _Service_ by client _Client_ may be temporarily disabled by the process manager _ServiceManager_ to prevent authenticated attacks by compromised or impersonated clients, at the cost of some reduction in availability. This strategy represents a contingency plan, which can be used to reduce risk from some threats. However, it also triggers other threats representing side effects of the policy change, based on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#ProcessTrust,domain#CSG-SuspendUntrustworthyClientAccess-Implementation-Runtime,SuspendUntrustworthyClientAccess.Implementation,"Access to service _Service_ by client _Client_ is disabled by the process manager _ServiceManager_ to prevent authenticated attacks by compromised clients. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. To activate it at runtime, signal the process manager _ServiceManager_. The Disable Client Access control should be deselected if and when access by _Client_ to _Service_ has been enabled once again.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Users,domain#CSG-BiometricIDCheckedAtSpace,BiometricIDCheckedAtSpace,"Users in the role _Human_ have a biometric ID such as a fingerprint registered with the system, enabling them to pass a biometric ID check to access space _Space_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Users,domain#CSG-ChipAndPinCardAccessToSpace,ChipAndPinCardAccessToSpace,Users in the role _Human_ are issued with a 2-factor authentication key they can use to verify their identity and access space _Space_.,domain#TrustworthinessLevelVeryHigh,TRUE,TRUE
package#Users,domain#CSG-PhysicalIDCheckedAtSpace,PhysicalIDCheckedAtSpace,"Users in the role _Human_ have physical ID such as an ID card or passport, registered with the system.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Users,domain#CSG-PhysicalKeyToSpace,PhysicalKeyToSpace,Users in the role _Human_ are issued with a physical key enabling them to access space _Space_.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Users,domain#CSG-StaffCover,StaffCover,The employer _Employer_ has multiple employees able to fulfil the role _Human_.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Users,domain#CSG-StaffScreening,StaffScreening,Persons fulfilling the role _Human_ are screened by their employer _Employer_ before being given that role. This ensures they are more trustworthy than one would expect given the population or community they come from.,domain#TrustworthinessLevelHigh,FALSE,TRUE
package#Virtualisation,domain#CSG-AutoProvisioningProcessError,AutoProvisioningProcessError,Automated provisioning is specified at process _Process_ but this is an inappropriate control selection because user _Human_ is using the process interactively.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Virtualisation,domain#CSG-AutomatedHostFaultRecovery,AutomatedHostFaultRecovery,"Faulty instances of the virtual device _Host_ can be detected by monitoring, halted, and a replacement provisioned automatically.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Virtualisation,domain#CSG-AutomatedProcessFaultRecovery,AutomatedProcessFaultRecovery,"Faulty instances of the process _Process_ can be detected by monitoring, halted, and a replacement provisioned automatically.",domain#TrustworthinessLevelHigh,TRUE,TRUE
package#Virtualisation,domain#CSG-ElasticHosting,ElasticHosting,"The (virtual) device _Host_ is operating as a cluster, which allows automatic scaling in the number of instances to meet the load placed upon the host. This must be configured in advance, so it is a blocking strategy not a contingency plan or run-time threat response.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Virtualisation,domain#CSG-SLAEnforcement,SLAEnforcement,The use of resources by host _Host_ are limited to the level specified in a service level agreement with the hosting data centre _DataCentre_.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Virtualisation,domain#CSG-SLAEnforcement-Trigger,SLAEnforcement,The use of resources by host _Host_ are limited to the level specified in a service level agreement with the hosting data centre _DataCentre_.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Virtualisation,domain#CSG-VirtualSubnetEncryption,VirtualSubnetEncryption,The virtual subnet _VirtualSubnet_ uses encryption to prevent anyone reading communications via access at the physical layer.,domain#TrustworthinessLevelSafe,TRUE,TRUE
